market_id,reference_id,status
1018261,cbd11f17-ef8c-4e84-b929-138a17bd3a65,Y
1018261,1d81cbc8-7403-4317-b735-d54f8e6d6037,Y
1018261,b7b1bad3-d770-4ed7-9ec9-521f341eb1e4,Y
1018261,75306216-8eac-4a7d-94db-861660b41438,Y
1018261,b6a3bf4d-fdb9-4c5f-bbef-fa86e1b1aa36,Y
1018261,cfc832a1-7145-4f99-b685-e73a6ca0f14d,Y
1018261,0484bad3-6cc6-46bc-9f06-46b8fa6835fe,N
1018261,44ae385c-bc25-4e10-963a-63a58fbc15ca,Y
1018261,6aa012f4-13fd-4a06-ad3c-df34bd311d1d,Y
1018261,9cc3e21f-1739-4904-b813-59ebeb943603,Y
1018261,5cb3c27f-8ef4-4f69-a7b3-ee8ab4768d88,Y
1018261,8cf148d3-fe23-4065-816d-84f5ae90a3f4,Y
1018261,f5596c04-47bb-44dc-9b15-22d23bc4cd24,Y
1018261,cbb8f3b6-8262-4bd4-9fa3-99eb6aca8e99,N
1018261,97832fa3-c577-457e-87f3-29b02497cf31,N
1018261,eba81363-e7d3-4932-8206-0f2b5693e337,N
1018261,9aa3f1ed-280d-44fc-b004-2b807c9b4be7,Y
1018261,c90c3337-8cda-43e6-b1fc-4456b4761e3d,Y
1018261,211f29f0-0ab6-4a78-a846-9f8ef9c9d1a9,Y
1018261,aeeb1f64-0abc-4611-9f04-0a4174a114f2,Y
1018261,b8c67773-0995-4d37-9194-5d1c360c5898,N
1018261,976639aa-5ad2-4a64-9924-c4c40c47ef9f,Y
1018261,8fe076c7-cb4f-4155-91b6-260d85f62059,Y
1018261,b6a51091-f782-4a54-b0c1-c8231ef67979,Y
1018261,8519b9ac-3be5-4249-bd30-bf832d1c9495,N
1018261,350a4864-9654-4fc1-b933-85b3925ff98d,N
1018261,7cc2f0ed-ea57-4302-ae82-c7c6c84341b9,Y
1018261,ce7a7f12-8132-49bc-9b69-00d2457963fb,Y
1018261,866544f3-c4e7-46c3-9af7-5ca8e80a0e86,N
1018261,ae7a58a6-134e-4b89-bc59-1380cd7ce54e,N
1009994,cbd11f17-ef8c-4e84-b929-138a17bd3a65,Y
1009994,1d81cbc8-7403-4317-b735-d54f8e6d6037,Y
1009994,b7b1bad3-d770-4ed7-9ec9-521f341eb1e4,Y
1009994,75306216-8eac-4a7d-94db-861660b41438,Y
1009994,b6a3bf4d-fdb9-4c5f-bbef-fa86e1b1aa36,Y
